Document,Fit to Topic1,Fit to Topic2,Fit to Topic3,Fit to Topic4,Fit to Topic5,Fit to Topic6,Fit to Topic7
amazon_echo_combined_text-RS.txt,0.14743375794084826,0.2956101662121128,0.09930957451269085,0.28431441237830896,0.0037843676546912564,0.16954720561278014,5.15688567841591E-7
google_echo_combined_text-RS.txt,0.027493749792484014,0.008202136636668937,0.012470971156425321,0.0037881544493238513,0.37044564582931555,3.867870202539142E-5,0.5775606634337568
